,city,id,latitude,longitude,name,rating,type,zipcode
646,washington dc,5ca96807cafc8e83bf95380e63d665d6f474e2bb,38.89787570000001,-77.00543640000002,SUBWAYå¨Restaurants,1.5,restaurant,20002.0
647,washington dc,17d9c9f55a23ce78a5c397811e8ac81d65f6668e,38.8977002,-77.00687950000003,Chipotle Mexican Grill,3.3,restaurant,20002.0
648,washington dc,e4c68f30fc0f217aeb9621ad3bb73119dd302909,38.8980407,-77.0061692,Taco Bell,3.3,restaurant,20002.0
649,washington dc,31f9db6920619f085962373ef22009406abd439f,38.8979975,-77.004349,Station Express,,restaurant,20002.0
650,washington dc,d176e5187aca28abb82919aa244b559594b02560,38.897954,-77.006748,Bojangles' Famous Chicken 'n Biscuits,3.5,restaurant,20002.0
651,washington dc,ba598598d2230e686e221521032068b64ed0d59b,38.897574,-77.00564,East Street Cafe,4.1,restaurant,20002.0
652,washington dc,489c381c67385e995103b74a11324122cdc9a918,38.8977579,-77.00669570000002,Chop't,3.8,restaurant,20002.0
653,washington dc,9dcb0ef0de9c962b94b7bea31beed2b997a829de,38.9027852,-77.00229379999998,Timothy Dean Burger,4.0,restaurant,20002.0
654,washington dc,d931aee896ec633273d1bc46c87174a992513679,38.8975799,-77.0061578,Treat Street,,restaurant,20002.0
655,washington dc,652806d8eb798b54f041bbf14e711dbdbadbcba7,38.8976717,-77.00674620000002,Potbelly Sandwich Shop,3.9,restaurant,20002.0
656,washington dc,8ce130e75cfff11659fbfd46272c0263707b8fe2,38.8978363,-77.0058319,Jamba Juice,2.9,restaurant,20002.0
657,washington dc,d6ba7dfb875f8dc98bb439fd151a7307eb3fec56,38.89786220000001,-77.0050655,McDonald's,2.8,restaurant,20002.0
658,washington dc,3d7d77cb6bfaf77738567dd4dc34b164fb4414fd,38.898114,-77.0066507,Au Bon Pain,3.3,restaurant,20002.0
659,washington dc,fff844cd30d42c9a22c56953c954ec3f7f14607c,38.8983445,-77.0068198,Pret A Manger,3.9,restaurant,20002.0
660,washington dc,65e406162d27d77f3741634d63723c6043d95e4a,38.9022603,-77.0022302,Indigo,4.6,restaurant,20002.0
661,washington dc,310a7aae250eff038fbc3b31adf94d59e399e857,38.897979,-77.00596999999998,Charleys Philly Steaks,5.0,restaurant,20002.0
662,washington dc,4dca07121be65e9f4a4bbd5dbc4fbff87dc4c3cf,38.8976352,-77.00614329999998,Crepe Lena,4.0,restaurant,20002.0
663,washington dc,96aa10f09a02a6f60772352fa8d829306a608ec1,38.89741,-77.006731,Shake Shack - Union Station,3.8,restaurant,20002.0
664,washington dc,a10162f7eb19b7173e6195599c7aec9f705ae86c,38.897462,-77.006884,Roti Modern Mediterranean,3.5,restaurant,20002.0
665,washington dc,ba74641b28dba5b87dcf3ec02feae0af41df9268,38.8994874,-77.0039463,The Healthy Bean,,restaurant,20002.0
666,washington dc,a637249f70576b4c77e1df73424c534ca579d8a5,38.8972244,-77.0057252,Mamma Ilardo's,,restaurant,20002.0
667,washington dc,4ca83c9d52ba594277d6f3caed1a68a5119c879c,38.89760089999999,-77.0059602,China Kitchen,,restaurant,20002.0
668,washington dc,4cf9218d28234dda9f32f82078d958bac8f093e9,38.8975799,-77.0061578,Capitol Kabob,1.0,restaurant,20002.0
669,washington dc,709f0a92c01a7769bec7d3f77693857448f9f00d,38.8991227,-77.0081512,Travers Enterprise Catering LLC,,restaurant,20002.0
670,washington dc,1e9b85acfe56c0e6f6d909a778ee5f619c1ad086,38.902049700000006,-77.0063775,Sandwiches by Phillip,5.0,restaurant,20002.0
671,washington dc,ac43d8cb0c14321c61bd914f9536223026d9f2f7,38.9015461,-77.007041,Sunrise Cafe,3.2,restaurant,20002.0
672,washington dc,ad923dfe6d131cec37095fef7dd3e49f03c528d9,38.9002031,-77.00831190000002,Rkn,,restaurant,20002.0
673,washington dc,e96598f13c569d514e175c18b1e5ce9dc6d234ee,38.9070697,-77.0047683,Constitution Cafe,3.6,restaurant,20002.0
674,washington dc,1137cb9f29cb21e936863aea4581994ed1439b14,38.906574,-77.005674,Roti Modern Mediterranean,4.2,restaurant,20002.0
675,washington dc,e5a837704745b6a82ff606f934aeb67bcf7e9ece,38.9064416,-77.00568100000002,Potbelly Sandwich Shop,3.5,restaurant,20002.0
676,washington dc,9a6f9aee028c704881b0582650deeac0d7bef4fc,38.9083368,-77.00373359999998,Five Guys,4.3,restaurant,20002.0
677,washington dc,fad877e37bae94bf003ebd3d7871f9a4bb523f07,38.9075805,-77.00332,Au Bon Pain,4.0,restaurant,20002.0
678,washington dc,f32511a1768210c53c1388ebb8a4df9e2b56e5e8,38.9079029,-77.00368259999998,The Perfect Pita,4.0,restaurant,20002.0
679,washington dc,d06a24a34fffa27125ce26246fdd9a5b7139fd23,38.9068013,-77.00459920000002,Seoul Spice,4.0,restaurant,20002.0
680,washington dc,f941231525f1ce4a7c2fa4301f640144e6d2ddfc,38.908139,-77.00366600000002,a Deli DC,4.0,restaurant,20002.0
681,washington dc,d31c722fb91c79a6cc2ce5e5d274216adf81465c,38.9070814,-77.0053946,Moe's Southwest Grill,3.8,restaurant,20002.0
682,washington dc,edb5a48c7bcbcf0499f223b3510723da33e38aa6,38.9040998,-77.0029682,Supreme Delights,,restaurant,20002.0
683,washington dc,a43883c53b438f68a560e3cc5b657c36bca6711e,38.9028819,-77.0060734,Subway,,restaurant,20002.0
684,washington dc,51e45cf8ae7c0ebf58eda37da4ef1d41fd33d630,38.904005,-77.0066338,West Wing Cafe,4.1,restaurant,20002.0
685,washington dc,b445f05252b11617e8ac4e6f74405849008796dc,38.90890039999999,-77.0054209,Wendy's,3.4,restaurant,20002.0
686,washington dc,c69761812f85733e7e71c8a0ed631813911ecd11,38.907985,-77.0063021,McDonald's,3.0,restaurant,20002.0
687,washington dc,5baf4bb64f28472d3a39d4c6219bb0fae096a4b7,38.911756,-77.003557,Delta Produce,5.0,restaurant,20002.0
688,washington dc,407a555efb8dd268665a3eb27176cef2cd5dd55b,38.9097817,-77.0088286,Full Yum Carry Out,4.2,restaurant,20002.0
689,washington dc,c7f7d9b77b7655c655683c750b36eaa688bfbfe8,38.929606,-77.004234,Trinity Deli,4.1,restaurant,20017.0
690,washington dc,a711a176254839fec756b51fc394b13511c44c86,38.9297091,-77.0043405,City Kabob & Curry House -2 (D.C),4.2,restaurant,20017.0
691,washington dc,c0be3b87638714c3e2438b6305e52e6f4c782158,38.942363,-77.005073,Greensboro N.C.,,restaurant,20011.0
692,washington dc,eef55e048f0e61cd62abef1f0431a81c144f5d80,38.9568539,-77.0027533,KFC,3.2,restaurant,20011.0
693,washington dc,656125370af0dfebe4dff7e87c3cb49c7bdd74da,38.9568731,-77.0027552,Taco Bell,2.2,restaurant,20011.0
694,washington dc,062303149ea0c5dc9ceccea0f75bbcc8ed4ad8bf,38.9564543,-77.0032479,Rex Carry out,3.6,restaurant,20011.0
695,washington dc,561ac6e4a544652948d451a40a50ee69b848dd0d,38.9658125,-77.0019104,McDonald's,3.5,restaurant,20783.0
696,washington dc,ed3e7f7928077dee2c7d61cd1290b462054d83b8,38.9668641,-77.00194520000002,Popeyes Louisiana Kitchen,3.5,restaurant,20912.0
697,washington dc,ef783dfda4f6bec836c55727c6caf7d2c3637ba5,38.98262329999999,-77.0071025,Peter's Sub Shop,4.4,restaurant,20912.0
698,washington dc,4a371c08b83efe83b767d5b5447f9677803b0e12,38.8559688,-77.0100863,Furnari Restaurant,,restaurant,20032.0
699,washington dc,b104ec8a23a175e6060c227825c48f358ea56b43,38.8709873,-77.0118495,Swaad Palace,4.2,restaurant,20024.0
700,washington dc,d6b0122666bb082d0a45bc6a4ccc217349fe125f,38.874924,-77.009438,Leo's Eatery,4.4,restaurant,20024.0
701,washington dc,b16ecd1ecdd19b3cd6383b7f5c884d6bd53dd4e9,38.876018,-77.009462,Grand China Carryout,3.3,restaurant,20024.0
702,washington dc,38d5852bb0379a322e8416923a58664ad3494f0b,38.87900120000001,-77.009748,19th Green Restaurant,,restaurant,20024.0
703,washington dc,66aa4b17854064782100191d9a42dce13ede0ce4,38.87900120000001,-77.009748,Lapidus Restaurant,1.0,restaurant,20024.0
704,washington dc,91ac125f1121df858836717b296f23c607d9d8e1,38.8896646,-77.009109,U.S. Capitol Restaurant,4.0,restaurant,20002.0
705,washington dc,af2c673fc9c8efb97f7e55b66cd332de59d91e6a,38.8871842,-77.0105536,Subway,4.5,restaurant,20024.0
706,washington dc,b942f59224b2f8c4bb7425d3d1e5471408517f37,38.8866329,-77.0144096,Humphrey Cafe,,restaurant,20024.0
707,washington dc,6aca471f424400a8de6a34baf362f2f829c0c019,38.8930057,-77.01245959999999,Charlie Palmer Steak,4.3,restaurant,20001.0
708,washington dc,3944e74d21dfce27e2c99c4dd1fdadd88097a031,38.8952472,-77.0107551,Art and Soul,3.6,restaurant,20001.0
709,washington dc,fab790af568d15465a74960aa0767c1e7ae71a69,38.8962874,-77.0098218,Bistro Bis,4.3,restaurant,20001.0
710,washington dc,d620e893c382fb08f33ec8eb35e0a945e0a0db25,38.897078,-77.009485,The Dubliner Restaurant,4.1,restaurant,20001.0
711,washington dc,25c3552708befe5e750809fb0bfcd1ca84b1494f,38.89664000000001,-77.011904,Billy Goat Tavern,3.9,restaurant,20001.0
712,washington dc,43736e7a955be289b5fb0079b86a2c0e24d4fa5d,38.897055,-77.00979699999998,Kelly's Irish Times,3.9,restaurant,20001.0
713,washington dc,0313b9c1f72364f3042333a05f793432fe74b99b,38.8933108,-77.0133963,Hamilton's Bar & Grill,3.8,restaurant,20001.0
714,washington dc,909170dd437eef3bdaa8996420fd243e42e97ba2,38.896755,-77.0109698,Bistro 525,1.5,restaurant,20001.0
715,washington dc,b31523bdb105eb110cae0fcad3b4510a819e1018,38.8945268,-77.0116344,West Wing Cafe,4.3,restaurant,20001.0
716,washington dc,3c859fc5037d3e730c0b2225b124c0b8362941d9,38.8932677,-77.0133997,Momoyama,4.1,restaurant,20001.0
717,washington dc,4f19c8c35a41ee8c539dc684dc8d4d8625fd9f45,38.895217,-77.011459,Article One American Grill,3.5,restaurant,20001.0
718,washington dc,99e2a234b360726505233954f029a9a4a3cec32b,38.89292,-77.01433540000002,Fame Food Management Inc,3.0,restaurant,20001.0
719,washington dc,e391ef087a80171055719fa6c59a645111d49079,38.89707,-77.01073509999998,Quiznos,3.5,restaurant,20001.0
720,washington dc,23072b1bbae3b0be88e760defb08a2e43f354853,38.8933976,-77.013458,The Alibi,4.5,restaurant,20001.0
721,washington dc,9cb0ad6d110d8e592ee188b877834c3419d6056c,38.8962873,-77.00982040000002,bistro Bis,,restaurant,20001.0
722,washington dc,58de9de4378d4c9b71a4de1e8866216a2f006618,38.89687650000001,-77.01245909999999,Subway,4.8,restaurant,20001.0
723,washington dc,8dc58fb2822854320d6174b8d586d3ab8dc887c8,38.89562,-77.012351,Sandwiches by Phillipã¢,4.4,restaurant,20001.0
724,washington dc,69df0cbcaae3dc48d32a3bee30747f020498b2f9,38.8935435,-77.0144769,Illinois Watts,,restaurant,20001.0
725,washington dc,7d2c8e48b44cb32bc0cfdfcc7fda8392eb005ad4,38.89706810000001,-77.01078199999998,Embers Grill,3.0,restaurant,20001.0
726,washington dc,658247f4ff935eda0391c5c7101e8c6b9a5fce08,38.9003671,-77.0097094,Subway,2.9,restaurant,20002.0
727,washington dc,4bf384dedfc6add1b2aa97c77e99ad4c45c9921c,38.9004192,-77.0093296,Au Bon Pain,3.7,restaurant,20002.0
728,washington dc,f022987b7b18687739fc136d2ce33636b45c1ed5,38.9003784,-77.01165290000002,District Rico,4.6,restaurant,20002.0
729,washington dc,c660f538bb21d2a58616a6c7b66eb1d6697d8b5d,38.8982719,-77.0101659,ôÉ¯á¯_ôÉ ôãôôã ¯¤¯¬,,restaurant,20001.0
730,washington dc,b27a8533ae5453563aabe6f8c40f9b6c2a0adbea,38.8985884,-77.0111098,Mission Muffins,,restaurant,20001.0
731,washington dc,ba3a441abe784eb4de9b0610af9479ab4d222d86,38.9003399,-77.0113757,Quickway Japanese Hibachi,4.3,restaurant,20002.0
732,washington dc,6492df4ddf86759c5cc83b944024890153203541,38.9020189,-77.00854029999998,Union Square Cafe,5.0,restaurant,20002.0
733,washington dc,b889a6afae0abce511f9067bf2cf12efb962a795,38.90679229999999,-77.00867009999997,Skyline Cafe,,restaurant,20002.0
734,washington dc,a53d9e7ad048df2b13de6dd8c98524cabb9ca0f4,38.9076669,-77.0093762,BIT Deli,5.0,restaurant,20001.0
735,washington dc,1d7a5b44d10564f8caef369af05972298cdec328,38.9035521,-77.0141152,tienda lodaisty,,restaurant,20001.0
736,washington dc,c20ee816bcc0e61917bced69ed650af3d7c05219,38.9058203,-77.0140677,Andy's Carry Out,4.4,restaurant,20001.0
737,washington dc,519d2a716e8bee1a49549faf53cc7629b33a9aa0,38.9108954,-77.008691,New York Pizza,3.0,restaurant,20002.0
738,washington dc,e273695f7806c1d7269c01540d3096acf980e759,38.912749,-77.008717,Yeung Fong Carryout,3.2,restaurant,20002.0
739,washington dc,f5b0937090b59980d4f2198da5c510b263c2aefc,38.9120283,-77.00945159999998,Old Engine 12,4.2,restaurant,20001.0
740,washington dc,67af62f50e5405b2e639c8856c110cb67be24ad3,38.9135274,-77.0092982,Jam Doung Style Cuisine,4.1,restaurant,20001.0
741,washington dc,188a16f71698c8a1b1903703aa1698af4c64d12f,38.912363,-77.00930799999998,The Pub & The People,4.5,restaurant,20001.0
742,washington dc,dbea31b5cf038ba62706c6b152172023ef7daf26,38.9150119,-77.0124088,Red Hen,4.6,restaurant,20001.0
743,washington dc,abc7c0d6d1f5fcea4661f2fcc9c1a04fca4a51e2,38.9152449,-77.01267940000002,Boundary Stone,4.5,restaurant,20001.0
744,washington dc,5f1818734269f0c51d5c086502a53ecd3693cdee,38.91496400000001,-77.011687,Bacio Pizzeria,4.6,restaurant,20001.0
745,washington dc,31155a2cc042c99c47094bf948c87ac410d8ea0e,38.913227,-77.01437370000002,DCity Smokehouse,4.2,restaurant,20001.0
746,washington dc,ea4270259d7d0061e0210c1ff505e8ba5c1a9941,38.9152755,-77.0124179,Aroi,4.2,restaurant,20001.0
747,washington dc,0a263ff3ea62e824e31496cb96de0ecf3c3e3997,38.915362,-77.01189690000002,Crisp Kitchen + Bar,3.8,restaurant,20001.0
748,washington dc,37a9ff61fb49c4284d381f60dd9647116a9f3287,38.9158489,-77.01240849999998,Chinese Dragon,3.4,restaurant,20001.0
749,washington dc,c770cd138a2cd28ac016f80e5a78be0a21fc478d,38.91543,-77.01191329999997,Tyber Creek Wine Bar & Kitchen,4.3,restaurant,20001.0
750,washington dc,765f5d59ea0156321543799154a5acaac21e2b13,38.915338,-77.012677,El Camino,4.1,restaurant,20001.0
751,washington dc,57ecf0df8635cd507ddec00b8c53638deae7a053,38.913281,-77.015405,ANXO Cidery & Pintxos Bar,4.2,restaurant,20001.0
752,washington dc,c9f81391afa57109010662de0fe5a38ead4230b9,38.9420323,-77.0137962,Hitching Post Restaurant,4.2,restaurant,20011.0
753,washington dc,5373fc61d17f5235499c93c1b0e960a25cf75857,38.9424065,-77.0138855,Slash Run,4.4,restaurant,20011.0
754,washington dc,ee74ba7043949590eacf940693aa032d24a9b171,38.9563816,-77.01251040000002,Jackie Lee's Uptown Lounge,,restaurant,20011.0
755,washington dc,2b4bc356a5d90e2722839c036a96af2e7920b4f7,38.9679778,-77.012294,The Class Deli,4.0,restaurant,20011.0
756,washington dc,008acaaa20c53faa2707d6ae9fb5e72ea9884224,38.973832,-77.012569,Pizza Movers,3.4,restaurant,20912.0
757,washington dc,1b21105a0246a5ab8109a8986c06e5a69f350012,38.9746063,-77.0119412,Republic,4.4,restaurant,20912.0
758,washington dc,9c28774e8f9b000f1b28ea687a8be5eefecb155c,38.9742471,-77.0121822,Kin Da,4.4,restaurant,20912.0
759,washington dc,ac64c2d5795b746e9d4229b2eb905cf5ab25f34e,38.9748762,-77.0120975,Mark's Kitchen,4.4,restaurant,20912.0
760,washington dc,4948a2ae67bf77fc2cfb1f23ddf2dc5e0d3ab620,38.97526720000001,-77.0105078,SUBWAYå¨Restaurants,3.2,restaurant,20912.0
761,washington dc,07d315b6b6c9041642196394c99598baa12568f1,38.9752435,-77.0111975,Roscoe's Pizzeria,4.2,restaurant,20912.0
762,washington dc,eb1ee6f0ce4850eaecb850804e1cabd08240c2f2,38.974917700000006,-77.0120496,Middle Eastern Cuisine,4.3,restaurant,20912.0
763,washington dc,d5d4e69931b17b600cd93d536ad7e66b2c0821ff,38.9747855,-77.0124902,Trattoria da Lina,4.4,restaurant,20912.0
764,washington dc,f8fd1c289362ab1eda02916524ee884ac303896c,38.9750709,-77.0151391,Busboys and Poets,4.3,restaurant,20012.0
765,washington dc,c5d206c6164f18fea09201c768801fdf7db6dcf6,38.877536,-77.020721,Arena Stage at the Mead Center for American Theater,4.6,restaurant,20024.0
766,washington dc,29671656c3b0ff3db70b4b9e0938bdeaf0f678b3,38.8775051,-77.02073229999998,Richard's Place,4.0,restaurant,20024.0
767,washington dc,bcb2d4b05c0f38460766295b843f1ee1c3721f3f,38.8774282,-77.0180171,Station 4,3.8,restaurant,20024.0
768,washington dc,247691230297895f3320920446fc18d9e89fa4dc,38.87450850000001,-77.0215067,Spirit of Washington,3.8,restaurant,20024.0
769,washington dc,a54191e9cba1c5ef38d951492a6e8cadd67d415f,38.877873,-77.0178692,Subway,3.6,restaurant,20024.0
770,washington dc,66845884db1b6fd11994fe51962c8df0f9562fc1,38.8756373,-77.02201219999998,Cantina Marina,4.1,restaurant,20024.0
771,washington dc,6f2d6e0b4cd5d9e8c289b3cddb785876c5f2c615,38.8772969,-77.0180993,All About Burger,4.0,restaurant,20024.0
772,washington dc,3edeaf9b66c910d57ccafb7d9f9b670f3044c38f,38.8776828,-77.01803309999998,Masala Art,3.8,restaurant,20024.0
773,washington dc,de48ca97a556f587e9ec80d3f31b21852b439d88,38.87521470000001,-77.02102550000002,Premier Yachts Inc,,restaurant,20024.0
774,washington dc,ffec3e13782b69ea3c6ee05db7f4eb5cc78edd98,38.87521470000001,-77.0210691,Spirit of Mount Vernon,3.6,restaurant,20024.0
775,washington dc,bc7b73f8d09b55f52b68fb23f7ca4e09b4fd6dd6,38.8776475,-77.01721020000002,Wanda,,restaurant,20024.0
776,washington dc,838a85f7dfc1b597c8416c9df8d15c9355f3ab08,38.8770973,-77.0218451,King Ribs,4.6,restaurant,20024.0
777,washington dc,10e2c4782f91276f4753d94eca551dc63a6c9837,38.8841014,-77.0195192,Subway,3.9,restaurant,20024.0
778,washington dc,b178322582bc325856d241ce4bec6921a41ba394,38.8847284,-77.0154835,Potbelly Sandwich Shop,4.2,restaurant,20024.0
779,washington dc,c8b4753a08b61ef7c783813368779358ef1fc685,38.884242,-77.018227,Atrium Cafe,4.3,restaurant,20024.0
780,washington dc,9f0f732ae76d01bca62c740e265421fb65bd02bd,38.8857482,-77.0181633,Wall Street Deli,4.2,restaurant,20024.0
781,washington dc,af7503159bc7d80e8eb8e46df6ab10d301b66395,38.8833809,-77.0152968,Sandwiches by Phillip,4.1,restaurant,20024.0
782,washington dc,4bf7892d5aedce7a81c8c02ecc06fd56a4259937,38.885898,-77.01800899999998,McDonald's,3.6,restaurant,20024.0
783,washington dc,0d5a79dada4f95f6fa8c167c8100a3195f74a2ad,38.883433,-77.01561099999998,Pizza Autentica,3.4,restaurant,20024.0
784,washington dc,1f3637b6b4033165f855c656731e66105844ce06,38.8848186,-77.01572759999998,Rice Bar,4.4,restaurant,20024.0
785,washington dc,54250fba0c745866c2019995939426f88ca22155,38.8857936,-77.01846640000002,Quiznos,3.8,restaurant,20024.0
786,washington dc,39eff05eab4f7fab381cc65a4f3651c9f618fb93,38.8855988,-77.0196779,Capitol Bistro,3.8,restaurant,20024.0
787,washington dc,3ba1e8f1b0b4f50950b8f95671bedfb0d2255780,38.88361370000001,-77.0155401,Foxhall Enterprises,,restaurant,20024.0
788,washington dc,cf918410fa7ffa967e8f2de14d9b6cb9051a0dd3,38.8829247,-77.0190187,Global Carryout Shop,4.0,restaurant,20024.0
789,washington dc,f4098aa87adffe70cdb4dfdb7c7a222a7ef34bee,38.8859391,-77.0181116,Sal's Cafe,2.8,restaurant,20024.0
790,washington dc,7d0a32594bba6a1667cb4bbb9ff453ffdf4f95b4,38.8855988,-77.0196779,21st Amendment Bar & Grill,3.2,restaurant,20024.0
791,washington dc,db9a1e3c7295bfcaa35b2cd00733ce648d2a6fe1,38.8883394,-77.0169768,Mitsitam Native Foods CafÌ©,3.6,restaurant,20024.0
792,washington dc,7a1a02dab6bfeb5275354adfc4660ac061524831,38.88600020000001,-77.02119,Vie de France,3.1,restaurant,20024.0
793,washington dc,74e0a3985c59b58fef2dd067746e9c54baa8eb6e,38.8851265,-77.02164559999999,Pizza Autentica,2.8,restaurant,20024.0
794,washington dc,a466133e02ea6be0c0aabf1f2868fc0532989c7d,38.8881688,-77.01833590000003,McDonald's,3.3,restaurant,20024.0
795,washington dc,7b78d3ebc9c61bd7593579296b67bd8a32b4224a,38.8859675,-77.0211747,Cosmo Cafe,3.1,restaurant,20024.0
796,washington dc,35bb66eae4d1021838f467dcdcd10506dd9af10b,38.8884526,-77.0212817,McDonald's,,restaurant,20024.0
797,washington dc,06e3b175547094848a129de8385397c078335350,38.8887415,-77.0216825,Air and Space Museum Food Kiosk,3.3,restaurant,20024.0
798,washington dc,02dadf6faceb2ada103870c60ce59cc8e8fa7547,38.893162,-77.02019240000001,The Capital Grille,4.5,restaurant,20004.0
799,washington dc,5bd5f21ffb81c6c63ddcd0aa406638e07f5560f3,38.893813,-77.020546,Fiola,4.4,restaurant,20004.0
800,washington dc,1210e1bd2a2607027a0b49f70fc26582bdf0336e,38.8948808,-77.02127809999998,Rasika,4.3,restaurant,20004.0
801,washington dc,0dda8cf1afebfe8dbd0715a6a7fd02ef07a2768b,38.8933908,-77.0196868,The Source by Wolfgang Puck,4.1,restaurant,20001.0
802,washington dc,9eb033bef6174c53f2c5fe8c3c69b35341e312ab,38.8941504,-77.0200473,Cosi,3.7,restaurant,20004.0
803,washington dc,3acfa0f59a8e3c9ab15139a71c639fcab2b032b2,38.8942805,-77.02143840000002,Penn Quarter Sports Tavern,4.1,restaurant,20004.0
804,washington dc,74f2124a8a056f512cf879eb41295cd35def9d05,38.8949657,-77.02172309999997,Oyamel Cocina Mexicana,4.1,restaurant,20004.0
805,washington dc,c2d98c9118548533b69f58208f6796cfb061b900,38.8949202,-77.01915720000002,Subway,3.0,restaurant,20001.0
806,washington dc,fa21609d92b27af748278d0cb537d729fa2a6c3a,38.894629,-77.020269,Au Bon Pain,3.5,restaurant,20004.0
807,washington dc,063f737689d09210e682b3575ad03270894b40b7,38.8944716,-77.0216258,National Council-Chain Restaurants,,restaurant,20004.0
808,washington dc,c41eeff5caec8315c40673e5531d6f62b1c9bb3a,38.895975,-77.019471,McDonald's,3.2,restaurant,20001.0
809,washington dc,b50c6dca5d432ed05cb1c30990a2ace7b79894f1,38.894305,-77.021393,Potbelly Sandwich Shop,4.2,restaurant,20004.0
810,washington dc,7deb97ebff5e8bdc7a468fd02228fb401c0c0298,38.89624600000001,-77.0154548,New Course Catering & Restaurant,4.6,restaurant,20001.0
811,washington dc,c2b1cfc6e930edcdaebff2d16b8eb5ee724d4f72,38.8966372,-77.0174033,Canyons Burger Company,1.0,restaurant,20001.0
812,washington dc,1de2fda890044b0075c142cefe00ab12031924ca,38.8942756,-77.021606,Grand Trunk,4.2,restaurant,20004.0
813,washington dc,16e407232d90bed58f290d138ecb81b567934cc1,38.8954336,-77.01480490000002,Third Eats Too Rest,,restaurant,20001.0
814,washington dc,51b328d61bf54e085f332c34dff7d55fb90aa7b5,38.8953971,-77.0156782,Taco Loco,1.0,restaurant,20001.0
815,washington dc,5547b36f614b89282a3ddba4574f4e7ebb15fa10,38.8945283,-77.0208719,Jack's Famous Deli,4.0,restaurant,20004.0
816,washington dc,99962eedc49e50214b41504489d82f0c2a1fb689,38.8955504,-77.015764,Judiary Cafe,,restaurant,20001.0
817,washington dc,1d713cfd496afc48cb740e03c1e508e290e025a3,38.8961242,-77.0161848,Jerk Chicken Wrap Cart,2.0,restaurant,20001.0
818,washington dc,52079b70a9c22e7a24a2ddcf48033c3290e5ecaf,38.8962977,-77.0154552,Third & Eats,,restaurant,20001.0
819,washington dc,ec01329771d7929ba7c471256a91e9e08e38e20f,38.8965986,-77.01620159999997,Del Rossi's,,restaurant,20001.0
820,washington dc,390678ef43889c9a4ad6d1cbeea9c97b3f0b7316,38.8985735,-77.0196376,"Daikaya - Ramen (1F), Izakaya (2F)",4.5,restaurant,20001.0
821,washington dc,c25618c6791074181f2d02d3278884178aaf066e,38.898672,-77.019589,Graffiato,3.9,restaurant,20001.0
822,washington dc,5d2c8e93a87b70c6072b354ed94c6f89a6a23dbf,38.8989447,-77.0204955,Bar Louie,2.8,restaurant,20001.0
823,washington dc,7519e74ce77da5476fb936659ee1b386da837f34,38.89754129999999,-77.02028,The Greene Turtle Sports Bar & Grille,3.4,restaurant,20001.0
824,washington dc,62d88c510b4de32d84a397d616601583a3a37295,38.8988822,-77.0215677,Clyde's of Gallery Place,3.9,restaurant,20001.0
825,washington dc,3eca2bcf88ce592c4ce2f59f14ffefcd7c2c5f4a,38.9002885,-77.0172485,Sixth Engine,4.3,restaurant,20001.0
826,washington dc,981427402b2ec9641107ddca56fa8ea08eee9187,38.8970408,-77.0216015,Rosa Mexicano,4.0,restaurant,20004.0
827,washington dc,097c287f1dff9b381026774ddb2c31f45968cc99,38.8992356,-77.0190397,Absolute Noodle and Sushi Bar,4.2,restaurant,20001.0
828,washington dc,f7ce5c464516a0a11b198c397707c7dfcd2305ba,38.896517,-77.021563,District ChopHouse & Brewery,4.2,restaurant,20004.0
829,washington dc,0f133c6a3d5cd33bb8d3e9c527d963fa76c59dd4,38.9028193,-77.01789509999998,Mandu,3.9,restaurant,20001.0
830,washington dc,60d21e7c14ce1889f0ccb3484a9d607c579f098e,38.898628,-77.021683,Chipotle Mexican Grill,3.0,restaurant,20001.0
831,washington dc,79970d7d8a471129cf1333c174fc3aa2e4799d2f,38.9003912,-77.02159809999998,Nando's Peri-Peri,4.4,restaurant,20001.0
832,washington dc,4bbb22a360882d29fbb1a175393cd387da7da7e6,38.901048,-77.017576,SUBWAYå¨Restaurants,3.0,restaurant,20001.0
833,washington dc,63b9115c3552070aaa6d074936211214d4467205,38.8999934,-77.01916109999998,Momiji,4.2,restaurant,20001.0
834,washington dc,8e7e2a25667f79a8abdaac2ec778e77a1cb8a373,38.8959017,-77.0214248,Luke's Lobster Penn Quarter,4.3,restaurant,20004.0
835,washington dc,743c21db1f4845bbbb64c315e0a4f8db112ec539,38.902779,-77.0184155,Taylor Gourmet,4.1,restaurant,20001.0
836,washington dc,acabc44d2f8bc9c73a69fc2a4a69065f0bfab01a,38.899607,-77.0206484,NewBigWong,2.8,restaurant,20001.0
837,washington dc,cbecad6c61b3e4749273c51ad999ffb57d9b161e,38.9005432,-77.0216856,Hooters,3.1,restaurant,20001.0
838,washington dc,7641f330edf62a84002d4085247ef74614025137,38.8992539,-77.022204,La Tasca,3.7,restaurant,20001.0
839,washington dc,dace1699ccb7437f78855ec5701a0549b2ce6248,38.8987476,-77.0222043,Legal Sea Foods,4.3,restaurant,20001.0
840,washington dc,a93e5488acab0cda9fea47d0129ddd42f685c4f0,38.895683,-77.02167299999998,Carmine's Italian Restaurant - Washington DC,4.1,restaurant,20004.0
841,washington dc,05ebde7e4491a1e80e927f44a90da7ae129690b2,38.8995651,-77.0201495,Chinatown Express,3.4,restaurant,20001.0
842,washington dc,ebe5c4d35e01f7471b642a81e7596cedf04ec94a,38.900143,-77.021066,Vapiano,4.1,restaurant,20001.0
